EmployeeID,FirstName,LastName,FullName,DateOfJoining,DateOfBirth,Age,WorkLocation,DateOfLeaving,Salary,ManagerID,Department,ReasonForLeaving,Gender,JobRole,PerformanceRating
E003168,Tamara,Perez,Tamara Perez,18/03/2023,31/08/1980,44,East Tiffanystad,22/05/2023,43941,M0115,IT,Terminated,Other,Engineer,4
E003169,Robert,Hall,Robert Hall,29/08/2023,6/10/1976,48,New Kyleborough,25/04/2024,124836,M0077,Sales,Health Issues,Other,Analyst,2
E003170,Andrew,Jackson,Andrew Jackson,1/10/2022,11/9/1990,34,Adamsville,8/10/2025,75842,M0036,IT,Retired,Other,Consultant,4
E003171,Jeremy,Cobb,Jeremy Cobb,10/9/2023,23/09/1989,35,Lewisborough,3/11/2024,86978,M0048,Engineering,Terminated,Female,Engineer,4
E003172,Craig,Johnson,Craig Johnson,2/10/2021,3/1/1979,46,Lake Patrickstad,25/06/2024,35814,M0108,IT,Health Issues,Male,Consultant,5
E003173,Ricardo,Compton,Ricardo Compton,13/01/2023,13/07/1983,41,Port Nicholas,22/02/2024,114872,M0009,IT,Terminated,Other,Consultant,2
E003174,Matthew,Williams,Matthew Williams,13/04/2022,12/12/1999,25,Jonbury,10/11/2022,,M0062,Finance,Retired,Other,Manager,1
E003175,Emily,Duke,Emily Duke,18/09/2022,15/05/1982,42,Connieburgh,7/7/2024,81081,M0085,Marketing,Health Issues,Male,Consultant,1
E003176,Maria,Morrow,Maria Morrow,11/12/2024,13/07/1986,,Watkinsport,5/7/2025,69955,M0080,IT,Resigned,Female,Executive,5
E003177,Gary,Olson,Gary Olson,20/01/2021,28/03/1979,45,Combsborough,3/2/2025,147038,M0078,Sales,Retired,Female,Executive,4
E003178,Mandy,Smith,Mandy Smith,21/11/2022,16/05/1967,57,Brownshire,30/04/2023,,,IT,Relocation,Other,Consultant,1
E003179,Michelle,Moore,Michelle Moore,27/12/2021,22/04/1989,35,North Kim,14/12/2023,75030,M0035,HR,Terminated,Female,Consultant,3
E003180,Daniel,Carr,Daniel Carr,18/12/2021,8/10/1970,54,Campbellbury,14/03/2023,99821,M0039,Engineering,Resigned,Other,Executive,4
E003181,Kevin,Ballard,Kevin Ballard,7/8/2022,4/10/1998,26,Wendyburgh,16/05/2025,34571,M0061,Operations,Health Issues,Female,Consultant,4
E003182,Brandon,Jones,Brandon Jones,21/11/2024,16/03/1974,50,North Jonathanland,19/11/2025,136408,M0116,HR,Relocation,Female,Consultant,1
E003183,James,Fleming,James Fleming,16/02/2023,11/7/2003,21,Wrightville,11/10/2025,80421,M0107,Sales,Retired,Other,Manager,3
E003184,Felicia,Mann,Felicia Mann,12/10/2024,27/07/2002,22,Matthewview,7/5/2025,126744,M0011,Engineering,Resigned,Other,Executive,4
E003185,Ricky,Olsen,Ricky Olsen,8/11/2023,24/04/1981,43,Kerrmouth,4/8/2024,68321,M0089,HR,Relocation,Other,Manager,2
E001330,Natalie,Meyer,Natalie Meyer,1/4/2024,20/11/1992,32,Gilbertstad,23/08/2025,140440,M0076,Operations,Better Opportunity,Female,Executive,2
E003187,Tamara,Jones,Tamara Jones,14/01/2022,18/10/1996,28,Cartershire,16/09/2025,98741,M0018,IT,Better Opportunity,Male,Manager,4
E003188,Glen,Rivera,Glen Rivera,18/05/2023,16/08/1990,34,Port Tonya,2/7/2023,53032,M0075,It,Terminated,Female,Analyst,4
E003189,William,Vargas,William Vargas,8/2/2022,15/07/1968,56,Burketon,25/10/2024,101387,M0012,Marketing,Better Opportunity,Male,Engineer,3
E003190,Kenneth,Jordan,Kenneth Jordan,9/4/2024,3/1/1987,38,West Maryfort,21/07/2024,160011,M0009,IT,Resigned,Female,Consultant,2
E003191,Amanda,Fuentes,Amanda Fuentes,23/11/2023,11/1/1994,30,Proctorton,1/1/2024,60989,M0117,Operations,Terminated,Male,Engineer,3
E003192,Sarah,Newton,Sarah Newton,23/10/2024,12/12/1987,37,East Victorshire,20/12/2024,186337,M0105,Sales,Terminated,Female,Manager,2
E003193,Julie,Lee,Julie Lee,25/12/2021,2/10/1988,36,Sheltonstad,8/4/2025,36944,M0059,IT,Health Issues,Female,Consultant,5
E003194,Jocelyn,Tanner,Jocelyn Tanner,13/07/2022,4/7/2000,24,Danielport,5/9/2023,97445,M0108,Engineering,Resigned,Other,Engineer,4
E003195,Brianna,Jackson,Brianna Jackson,23/10/2022,16/05/1966,58,North Michaelport,8/4/2025,62232,M0110,HR,Resigned,Female,Engineer,5
E003196,Amanda,Lopez,Amanda Lopez,19/02/2023,2/3/1973,51,East Sara,25/03/2025,133867,M0076,Engineering,Health Issues,Female,Analyst,3
E003197,Jennifer,Colon,Jennifer Colon,28/01/2023,5/8/1985,39,Caldwellton,26/11/2025,184541,M0070,HR,Better Opportunity,Female,Analyst,2
E003198,Nicole,Suarez,Nicole Suarez,2/3/2021,17/03/1974,50,New Taylor,30/04/2024,114859,M0086,Sales,Resigned,Male,Consultant,5
E003199,Holly,Martin,Holly Martin,13/02/2021,19/08/1987,37,Chapmanberg,29/04/2025,92581,M0115,Operations,Relocation,Female,Executive,3
E003200,Michael,Hopkins,Michael Hopkins,19/05/2023,8/2/1973,51,New Danielhaven,10/8/2025,30907,M0107,,Terminated,Female,Executive,5
E003201,Michael,Poole,Michael Poole,30/07/2024,3/7/1977,,Kramermouth,18/07/2025,156455,M0023,Marketing,Retired,Female,Engineer,4
E003202,Amanda,Bailey,Amanda Bailey,20/07/2023,22/12/1988,36,Edwardsmouth,23/04/2025,67469,,Marketing,Relocation,Male,Consultant,4
E003203,Julie,Miller,Julie Miller,16/09/2023,4/2/1969,55,Michellechester,30/12/2023,40590,M0086,,Retired,Male,Analyst,5
E003204,Michael,Smith,Michael Smith,16/05/2024,17/03/1991,33,Mooreport,30/01/2025,80016,M0026,Engineering,Health Issues,Other,Executive,5
E003205,Christine,Jones,Christine Jones,27/11/2023,5/10/1965,59,Delgadoshire,29/03/2024,167629,M0064,Sales,Retired,Male,Manager,3
E003206,Angela,Cox,Angela Cox,15/10/2024,22/08/1989,35,Kathyfort,20/07/2025,34000,M0041,Operations,Resigned,Male,Executive,5
E003207,Shannon,Morris,Shannon Morris,1/7/2023,7/9/1977,47,South Barbarafort,16/01/2024,197994,M0073,IT,Terminated,Other,Executive,3
E003208,Amy,Bennett,Amy Bennett,21/07/2023,26/12/1981,43,West Ronnieberg,2/4/2024,,M0020,Engineering,Resigned,Male,Consultant,1
E003209,Erica,Parker,Erica Parker,24/07/2024,11/1/1995,29,Dylanshire,4/11/2024,114416,M0050,Engineering,Terminated,Female,Manager,1
E003210,Wendy,Hicks,Wendy Hicks,9/5/2023,24/01/1978,46,Thomasburgh,14/04/2025,171946,M0018,Operations,Retired,Male,Analyst,2
E003211,Nicole,Johnson,Nicole Johnson,7/6/2022,11/6/1999,25,Rebeccafurt,15/12/2022,186984,M0001,Engineering,Resigned,Male,Executive,5
E003212,Veronica,Morse,Veronica Morse,11/3/2021,4/2/1973,51,Julieshire,24/09/2022,83775,M0002,Sales,Terminated,Female,Executive,2
E003213,Darrell,Madden,Darrell Madden,3/5/2024,15/11/1988,36,South Heather,3/11/2024,35059,M0045,Engineering,Better Opportunity,Other,Consultant,4
E003214,Cynthia,Wall,Cynthia Wall,21/05/2022,19/03/1975,49,North Natalie,1/10/2022,31631,M0034,Finance,Relocation,Male,Analyst,1
E003215,Gregory,Sweeney,Gregory Sweeney,10/1/2021,5/10/1968,56,South Joeton,28/11/2022,166706,M0108,IT,Retired,Female,Engineer,3
E003216,Jeff,Aguilar,Jeff Aguilar,24/08/2024,23/05/1998,26,East Justin,20/04/2025,94377,M0100,Sales,Resigned,Male,Manager,1
E003217,Matthew,Wong,Matthew Wong,14/04/2021,6/7/1965,59,Masontown,20/05/2025,150430,M0085,Marketing,Terminated,Other,Manager,4
E003218,Marc,Werner,Marc Werner,19/09/2021,11/10/2003,21,Port Stephanie,28/11/2024,32000,M0050,,Relocation,Male,Manager,4
E003219,Allen,Campbell,Allen Campbell,24/06/2023,13/01/2004,20,Port Renee,18/03/2025,59277,M0034,Finance,Relocation,Male,Consultant,2
E003220,Audrey,Griffith,Audrey Griffith,30/12/2024,3/8/1978,46,West Monica,6/8/2025,156345,M0059,Operations,Relocation,Male,Executive,3
E003221,Anthony,Johnson,Anthony Johnson,6/4/2021,31/07/2002,22,East Jennifer,18/07/2021,88769,M0085,IT,Resigned,Male,Analyst,2
E003222,Kayla,Coffey,Kayla Coffey,16/08/2023,11/11/1993,31,Haynesstad,20/08/2025,48825,M0117,Marketing,Health Issues,Other,Executive,3
E003223,Mary,Smith,Mary Smith,2/7/2022,29/02/2004,20,Lambburgh,27/07/2023,126173,M0040,IT,Resigned,Other,Manager,5
E003224,Megan,Ellis,Megan Ellis,16/07/2024,10/3/1970,54,Ashleyshire,13/02/2025,36702,,Finance,Relocation,Female,Consultant,1
E003225,Amber,Rivera,Amber Rivera,25/08/2023,28/03/1987,37,Kyleview,30/07/2025,73349,M0014,Finance,Better Opportunity,Other,Manager,2
E003226,Scott,Evans,Scott Evans,23/07/2022,17/05/1980,44,Adamfort,27/01/2024,44513,M0108,IT,Terminated,Male,Executive,5
E003227,Christina,Scott,Christina Scott,4/6/2023,28/11/2001,23,Andreaport,6/11/2025,156235,M0010,HR,Better Opportunity,Other,Engineer,2
E003228,Elizabeth,Floyd,Elizabeth Floyd,24/04/2023,3/1/1971,54,Annabury,17/05/2023,176378,M0087,Marketing,Terminated,Male,Executive,3
E003229,Amber,Franco,Amber Franco,7/3/2023,2/1/2001,24,West Ebony,28/12/2024,66000,M0065,,Relocation,Male,Analyst,2
E003230,Alison,Turner,Alison Turner,2/2/2024,17/02/1988,36,South Mary,20/06/2024,98488,M0033,HR,Terminated,Other,Executive,4
E003231,Crystal,Fuentes,Crystal Fuentes,13/12/2023,11/11/1969,55,Kruegerfurt,26/08/2025,89294,M0060,IT,Health Issues,Female,Engineer,3
E003232,Sean,Durham,Sean Durham,30/01/2022,22/09/1980,44,Hawkinsside,6/12/2022,121087,M0039,Sales,Terminated,Female,Manager,5
E003233,John,Thompson,John Thompson,19/06/2022,28/01/1981,43,North Douglasstad,4/10/2022,166925,M0066,Sales,Retired,Male,Executive,1
E003234,Deanna,Wright,Deanna Wright,28/11/2021,17/12/1993,31,New Carolside,17/05/2023,77116,M0069,Sales,Better Opportunity,Male,Manager,1
E003235,Kyle,Walker,Kyle Walker,30/07/2021,25/02/2004,20,Conwayland,5/11/2025,128150,M0011,Marketing,Retired,Male,Executive,4
E003236,Matthew,Jones,Matthew Jones,6/12/2024,23/05/1990,34,South Megan,20/12/2024,107689,M0020,HR,Health Issues,Other,Executive,3
E003237,Deanna,Perez,Deanna Perez,28/05/2021,7/1/1990,35,Reynoldsmouth,14/10/2021,76707,M0071,Engineering,Resigned,Female,Executive,1
E003238,Tony,Rodriguez,Tony Rodriguez,23/05/2022,11/9/1967,57,West Melissaton,2/8/2023,101472,M0107,engineering,Better Opportunity,Male,Consultant,5
E003239,Anthony,Harris,Anthony Harris,1/1/2022,1/7/2002,22,East Jennifer,3/11/2024,135272,M0108,Engineering,Relocation,Female,Consultant,3
E003240,Karl,Johnson,Karl Johnson,28/10/2023,10/6/1973,51,Veronicabury,6/1/2024,55406,M0090,Sales,Resigned,Other,Engineer,2
E003241,Bryan,Ingram,Bryan Ingram,20/08/2024,6/1/1995,30,Robertbury,11/11/2024,34409,M0016,Operations,Resigned,Other,Consultant,1
E003242,Gabriel,Cohen,Gabriel Cohen,18/10/2023,2/11/1985,39,South Tinastad,5/1/2024,137100,M0024,HR,Better Opportunity,Other,Consultant,1
E003793,James,Harris,James Harris,19/06/2024,13/01/1976,49,New Matthew,20/09/2025,140707,M0022,Sales,Terminated,Other,Executive,1
E003244,Ruth,Morris,Ruth Morris,31/07/2023,4/8/1973,51,East Jamesfort,16/01/2025,77051,M0048,Finance,Retired,Other,Analyst,2
E003245,Michael,Turner,Michael Turner,9/1/2022,30/11/1976,48,Port Maryland,14/06/2024,101727,M0047,Engineering,Retired,Other,Engineer,3
E003246,Bonnie,Jones,Bonnie Jones,4/12/2021,1/11/1977,47,Odomchester,11/8/2023,75561,M0070,HR,Terminated,Male,Analyst,3
E003247,Kendra,Cline,Kendra Cline,17/04/2021,19/01/1999,25,North Virginiaburgh,19/08/2022,39697,M0083,HR,Better Opportunity,Female,Executive,5
E003248,Kenneth,Jones,Kenneth Jones,17/05/2022,25/01/1991,33,New Thomas,10/4/2023,162452,M0041,Sales,Health Issues,Other,Engineer,1
E003249,Alexis,Marquez,Alexis Marquez,25/05/2023,13/11/1992,32,New Sarah,28/08/2023,46000,M0095,IT,Terminated,Male,Consultant,5
E003250,Jose,Jacobs,Jose Jacobs,22/04/2023,9/1/1976,49,West Crystalhaven,29/03/2024,39901,M0074,Finance,Resigned,Male,Consultant,4
E003251,Erica,Hamilton,Erica Hamilton,5/1/2022,1/11/1982,42,New Johnberg,17/04/2024,161835,M0039,Finance,Terminated,Female,Manager,2
E003252,Laurie,Fernandez,Laurie Fernandez,23/05/2024,2/3/1989,35,Justinborough,13/01/2025,64229,M0085,HR,Terminated,Female,Engineer,2
E003253,Anthony,Melendez,Anthony Melendez,3/5/2022,10/4/1987,37,Sheltonton,11/4/2025,141924,M0010,HR,Terminated,Male,Manager,2
E003254,Joshua,Chen,Joshua Chen,15/04/2021,15/11/1983,41,Lake Suzanne,1/10/2022,126165,M0028,HR,Retired,Other,Analyst,2
E003255,Ralph,Romero,Ralph Romero,6/7/2022,16/03/1974,50,West Davidmouth,5/5/2023,94070,M0051,Marketing,Better Opportunity,Male,Manager,5
E003256,Matthew,Todd,Matthew Todd,15/12/2024,23/11/1998,26,Christopherbury,28/05/2025,150958,M0114,HR,Terminated,Female,Engineer,1
E003257,Tony,Martinez,Tony Martinez,18/07/2021,29/06/1978,46,Brittanyland,19/10/2024,99058,M0105,Marketing,Retired,Female,Manager,5
E003258,Janet,Gonzales,Janet Gonzales,26/12/2023,17/06/1970,54,Port Jesseport,30/07/2025,196234,M0038,Operations,Better Opportunity,Female,Executive,3
E003259,Gina,Callahan,Gina Callahan,30/12/2021,3/8/1991,33,Phillipstown,6/2/2023,116482,M0013,Sales,Terminated,Other,Executive,2
E003260,Laura,Kennedy,Laura Kennedy,18/01/2021,15/03/1968,56,Wilsonborough,5/8/2021,137879,M0022,HR,Better Opportunity,Female,Executive,4
E003261,Daniel,Small,Daniel Small,7/11/2022,18/07/1988,36,Erictown,2/4/2025,92837,M0052,Engineering,Resigned,Other,Engineer,2
E003262,Jeffery,Wagner,Jeffery Wagner,10/11/2024,31/05/1982,42,South Michelle,15/10/2025,48509,M0030,Sales,Retired,Female,Consultant,5
E003263,Kathy,Griffin,Kathy Griffin,10/4/2024,23/10/1976,48,Lauramouth,27/04/2025,156996,M0008,Engineering,Resigned,Other,Manager,1
E003264,Amanda,Brown,Amanda Brown,19/11/2022,26/02/1983,41,Angelachester,20/09/2023,121308,M0043,HR,Terminated,Female,Engineer,1
E003265,Leslie,Atkins,Leslie Atkins,23/03/2024,14/05/1970,54,South Billy,16/07/2024,40539,M0026,IT,Relocation,Other,Consultant,1
E003266,David,Barnett,David Barnett,11/4/2022,20/08/1996,28,New Jacobfort,9/7/2023,142507,M0109,Engineering,Relocation,Male,Manager,1
E003267,Gabriel,Maldonado,Gabriel Maldonado,13/10/2021,9/7/1981,43,Katherineside,2/2/2023,129065,M0070,Marketing,Better Opportunity,Female,Manager,3
E000879,Robin,Mills,Robin Mills,3/7/2021,18/11/1979,45,North Brianna,1/1/2025,170997,M0030,Sales,Retired,Female,Consultant,4
E003269,David,Carter,David Carter,5/6/2022,13/05/1970,54,East Matthew,24/10/2025,174464,M0108,Finance,Health Issues,Female,Analyst,3
E003270,Brian,Haynes,Brian Haynes,5/3/2024,18/10/1992,32,Jonathanshire,24/10/2025,38360,M0106,Sales,Relocation,Male,Consultant,3
E003271,Patrick,Pierce,Patrick Pierce,11/10/2021,6/9/1978,46,Nataliehaven,30/11/2021,41571,M0010,Sales,Resigned,Other,Consultant,2
E003272,Vanessa,Hernandez,Vanessa Hernandez,13/06/2023,29/03/1977,47,Port Matthewstad,4/9/2023,48160,M0065,Engineering,Better Opportunity,Female,Consultant,3
E003273,Melinda,Frost,Melinda Frost,24/05/2021,24/07/1976,48,Timothyfort,29/06/2021,130640,M0063,Marketing,Health Issues,Female,Consultant,5
E003989,Elizabeth,Torres,Elizabeth Torres,6/4/2023,4/3/1983,41,New Jessica,18/06/2024,105343,M0086,Finance,Resigned,Other,Analyst,4
E003275,Edward,Hutchinson,Edward Hutchinson,10/12/2022,3/6/1995,29,Ericksonfort,20/03/2023,194984,M0022,Operations,Retired,Female,Analyst,3
E004279,Aaron,Hansen,Aaron Hansen,17/08/2021,5/8/1991,,Scotttown,18/05/2022,34251,M0083,Marketing,Resigned,Other,Consultant,5
E003277,Joseph,Brown,Joseph Brown,31/01/2023,20/03/1972,52,West Davidmouth,31/01/2023,41188,M0087,Marketing,Better Opportunity,Female,Analyst,5
E003278,Linda,Jones,Linda Jones,7/12/2022,29/04/1998,,Lake Melissa,29/11/2025,49841,M0064,Engineering,Health Issues,Female,Manager,5
E003279,Eric,Campbell,Eric Campbell,3/11/2021,23/06/2003,21,North Brookeburgh,15/01/2023,,M0028,Sales,Retired,Other,Analyst,1
E003280,Ann,Lucas,Ann Lucas,7/7/2024,20/02/1998,,East Jacob,9/10/2025,142453,M0110,Engineering,Terminated,Other,Executive,5
E003281,John,Walker,John Walker,6/6/2024,13/11/1966,58,Lawsonport,3/8/2024,149505,M0058,Engineering,Relocation,Other,Engineer,5
E003282,Kathy,Roberts,Kathy Roberts,17/12/2021,19/01/1979,45,South David,9/8/2024,164359,M0055,Marketing,Resigned,Male,Engineer,2
E003283,Jose,Simmons,Jose Simmons,9/5/2023,18/01/1973,51,Michaelland,22/10/2025,54970,M0076,Operations,Resigned,Male,Analyst,2
E003284,Philip,Conley,Philip Conley,23/05/2021,8/6/1988,36,South Paul,20/09/2024,122584,M0088,Marketing,Health Issues,Male,Manager,4
E003285,Deanna,Dickerson,Deanna Dickerson,15/02/2024,17/12/2000,24,Lake Andre,18/08/2024,64303,M0058,IT,Health Issues,Male,Manager,4
E003286,Terri,Carlson,Terri Carlson,15/07/2023,22/06/1992,32,Lake Haileyville,15/09/2024,98592,M0084,Finance,Relocation,Other,Engineer,4
E003287,Rebecca,Dominguez,Rebecca Dominguez,15/08/2024,31/05/1966,58,Martinchester,11/8/2025,114504,M0108,Engineering,Resigned,Other,Consultant,1
E003288,Tiffany,Chavez,Tiffany Chavez,2/10/2021,16/04/2003,21,North Kimberly,19/02/2022,86000,M0047,HR,Health Issues,Other,Manager,5
E003289,Ashley,Madden,Ashley Madden,21/11/2023,28/07/1989,35,Georgemouth,15/09/2025,54218,M0058,Finance,Relocation,Male,Analyst,4
E003290,Shelly,Landry,Shelly Landry,25/06/2024,23/09/1989,35,North Paulmouth,23/08/2024,82506,M0096,Marketing,Relocation,Male,Consultant,4
E003291,Andre,Frey,Andre Frey,6/11/2022,20/03/1997,27,East Catherine,7/12/2022,165726,M0016,Marketing,Health Issues,Other,Manager,2
E003292,Maria,Vega,Maria Vega,7/9/2024,9/5/1966,58,New Jacquelineton,7/8/2025,51879,M0050,Engineering,Resigned,Female,Engineer,3
E003293,Amy,Griffin,Amy Griffin,18/02/2024,9/12/1995,29,North Annchester,25/04/2024,49904,M0023,HR,Relocation,Female,Manager,5
E003294,Stephen,Powell,Stephen Powell,6/2/2022,11/9/1986,38,Beardville,23/04/2022,183927,M0068,Operations,Terminated,Other,Analyst,3
E003295,Kirk,Hoover,Kirk Hoover,19/02/2022,19/04/1987,37,Port Williamborough,12/3/2024,164392,M0046,IT,Health Issues,Other,Consultant,3
E003296,Steven,Rhodes,Steven Rhodes,7/6/2023,15/09/1992,32,Lisastad,27/08/2025,100468,M0097,It,Better Opportunity,Other,Engineer,3
E003297,Connor,Hatfield,Connor Hatfield,22/07/2023,21/07/1967,57,Baldwinfurt,22/09/2024,198199,M0085,Sales,Retired,Female,Consultant,5
E003298,James,Moore,James Moore,17/06/2021,17/08/1980,44,East Sean,4/8/2021,,M0046,HR,Better Opportunity,Male,Consultant,5
E003299,Kevin,Miller,Kevin Miller,11/9/2022,30/04/1978,46,East Karen,9/6/2024,154432,M0040,IT,Relocation,Male,Analyst,1
E003300,Matthew,Torres,Matthew Torres,16/01/2023,5/12/1970,54,Kevinville,24/04/2023,55000,M0098,Operations,Health Issues,Other,Manager,5
E003301,Christina,Moreno,Christina Moreno,9/11/2024,18/03/1994,30,Lake Victoriafort,28/01/2025,136686,,Sales,Retired,Other,Engineer,1
E003302,Claudia,Dennis,Claudia Dennis,10/5/2023,6/11/1980,44,North Rickton,31/12/2023,153075,M0061,IT,Better Opportunity,Male,Executive,4
E003303,Jamie,Hernandez,Jamie Hernandez,12/12/2022,3/12/1968,56,Bowmanport,7/12/2024,32343,,Sales,Retired,Female,Consultant,2
E003304,Gregory,Johnson,Gregory Johnson,21/06/2024,15/09/1990,34,Allenville,13/11/2024,176862,M0036,IT,Better Opportunity,Female,Engineer,2
E003305,Carol,Andersen,Carol Andersen,8/8/2021,8/9/1983,41,Alexanderberg,11/3/2022,161055,M0014,FINANCE,Terminated,Male,Engineer,2
E003306,Frank,Marquez,Frank Marquez,4/11/2023,20/12/1983,41,Smithstad,13/05/2024,118998,M0065,Sales,Health Issues,Other,Executive,4
E003307,David,Petersen,David Petersen,26/01/2023,17/12/2003,21,Anthonyberg,16/02/2024,78942,M0098,HR,Relocation,Other,Consultant,1
E003308,George,Martinez,George Martinez,26/03/2023,13/04/1974,50,Lake Jeffreyborough,13/06/2023,,M0008,Engineering,Resigned,Male,Analyst,2
E003309,Benjamin,Baker,Benjamin Baker,4/6/2024,27/03/1994,30,West Allison,25/10/2025,90674,M0109,Sales,Terminated,Male,Analyst,4
E003310,Melissa,Sanders,Melissa Sanders,30/01/2023,19/09/1982,42,Sierrabury,11/9/2024,120910,M0021,Marketing,Terminated,Female,Analyst,1
E003311,Robert,Smith,Robert Smith,2/11/2023,20/03/1973,51,Dawnview,17/02/2025,168158,M0097,Sales,Health Issues,Female,Engineer,2
E003312,Ann,Dixon,Ann Dixon,17/05/2024,6/6/1984,40,North Rose,4/11/2025,51872,M0056,Finance,Health Issues,Other,Analyst,1
E003313,Brendan,Smith,Brendan Smith,23/12/2022,11/3/2004,20,West Savannah,30/11/2023,75944,M0017,Engineering,Retired,Male,Analyst,2
E003314,Victoria,Collins,Victoria Collins,23/05/2023,31/10/1982,42,East Frank,13/06/2023,176704,M0101,Finance,Health Issues,Other,Consultant,2
E003315,Michelle,Bennett,Michelle Bennett,30/01/2021,24/12/1975,49,Jamieview,8/4/2023,102650,M0099,Sales,Health Issues,Other,Consultant,1
E003316,Mary,Miller,Mary Miller,11/11/2024,12/3/2000,24,Port Timothy,21/06/2025,,M0054,IT,Resigned,Female,Manager,1
E003317,Jennifer,Fisher,Jennifer Fisher,18/11/2022,28/02/1986,38,Figueroahaven,25/04/2025,96380,M0086,HR,Relocation,Male,Executive,4
E003318,Jasmine,Kennedy,Jasmine Kennedy,23/10/2022,5/4/1977,47,Tanyachester,8/3/2023,140895,M0001,,Health Issues,Male,Analyst,5
E003319,Lori,Jensen,Lori Jensen,25/06/2021,14/06/1985,39,East William,11/4/2024,131230,M0027,Marketing,Retired,Male,Consultant,4
E003320,Virginia,Duncan,Virginia Duncan,11/1/2023,31/08/1965,59,Lake Sandra,7/4/2023,,M0002,IT,Health Issues,Male,Consultant,5
E003321,Kelli,Jackson,Kelli Jackson,15/07/2023,30/08/1984,40,Jessicachester,1/7/2024,112437,M0003,Operations,Health Issues,Female,Analyst,2
E003322,Miguel,Nichols,Miguel Nichols,4/3/2021,22/07/1986,38,North Jayton,18/12/2023,120422,M0071,Marketing,Resigned,Other,Executive,3
E003323,Michael,Greene,Michael Greene,3/7/2021,7/11/1975,49,Adamsborough,12/2/2025,92578,M0004,Sales,Relocation,Female,Engineer,5
E003324,Annette,Barajas,Annette Barajas,3/3/2023,25/01/1966,58,Wandaside,4/6/2023,147237,,HR,Better Opportunity,Male,Engineer,4
E003325,Michael,Le,Michael Le,9/6/2021,28/10/1980,44,Amyburgh,11/12/2021,46384,M0017,Operations,Relocation,Male,Analyst,3
E003326,Lisa,Carr,Lisa Carr,10/8/2021,2/7/1974,50,Hollymouth,3/6/2023,146791,M0058,IT,Retired,Female,Manager,4
E003327,James,Romero,James Romero,23/11/2021,27/08/1996,28,South Timothymouth,10/11/2025,46950,M0078,HR,Retired,Other,Manager,4
E003328,Melissa,Lopez,Melissa Lopez,29/01/2021,24/03/2004,20,Port Chad,9/8/2021,118561,M0083,Sales,Retired,Male,Manager,3
E003329,Jason,Contreras,Jason Contreras,23/05/2024,4/4/1984,40,East Catherine,3/10/2024,81005,M0120,Engineering,Better Opportunity,Male,Consultant,2
E003330,Jessica,Johnson,Jessica Johnson,29/09/2022,19/03/1998,26,Torresport,12/5/2023,140195,M0017,Operations,Terminated,Other,Manager,5
E003373,Aaron,Stephens,Aaron Stephens,7/9/2022,27/03/1983,41,Tammyhaven,9/1/2023,50898,M0036,HR,Health Issues,Male,Consultant,2
E003332,Hannah,Smith,Hannah Smith,3/7/2021,20/06/1981,43,Michelleside,30/09/2021,108210,M0030,Operations,Resigned,Female,Engineer,4
E003333,Melissa,Colon,Melissa Colon,27/08/2023,1/12/2000,24,Hillland,13/06/2024,191106,M0027,OPERATIONS,Resigned,Male,Manager,2
E003334,Marvin,Leon,Marvin Leon,23/10/2023,21/11/1983,41,Medinahaven,8/3/2025,66947,M0088,Engineering,Better Opportunity,Male,Analyst,3
E003335,Gloria,Hood,Gloria Hood,12/6/2022,16/01/1998,26,East Richardberg,11/5/2024,77208,M0013,HR,Resigned,Other,Analyst,3
E003336,Michael,Downs,Michael Downs,3/3/2024,3/10/1972,52,Torresland,24/08/2025,,M0007,Finance,Terminated,Other,Manager,4
E003337,Wendy,Mosley,Wendy Mosley,27/12/2023,28/07/1987,37,Frankburgh,19/01/2025,,M0022,Operations,Health Issues,Male,Executive,1
E003338,Christian,Powell,Christian Powell,22/05/2023,1/12/1968,56,West Jeremy,1/10/2025,162517,M0102,Marketing,Better Opportunity,Other,Manager,3
E000028,Nathaniel,Wells,Nathaniel Wells,15/08/2021,23/04/1981,43,South Kimberlytown,2/2/2025,150166,M0022,Marketing,Health Issues,Male,Analyst,3
E003340,Cody,Green,Cody Green,23/05/2022,13/07/1979,45,New Nicole,10/7/2023,134424,M0102,Marketing,Resigned,Other,Engineer,2
E003341,Michelle,Jones,Michelle Jones,22/05/2024,12/5/1981,,North Stevenside,7/6/2024,128277,M0076,Marketing,Retired,Other,Manager,1
E003342,Stephanie,Lewis,Stephanie Lewis,13/07/2021,14/08/1985,39,Smithtown,13/04/2022,71613,M0002,Marketing,Retired,Other,Manager,4
E003343,Tara,Allen,Tara Allen,7/6/2024,13/01/1969,56,Dudleyberg,31/01/2025,51081,M0015,HR,Health Issues,Female,Manager,4
E003344,Kevin,Johnson,Kevin Johnson,1/3/2021,6/8/1985,39,North Mirandaton,6/2/2023,79536,M0013,marketing,Retired,Male,Executive,3
E003345,Felicia,Alvarado,Felicia Alvarado,8/10/2024,9/3/2001,23,Penastad,13/10/2025,69222,M0096,IT,Resigned,Other,Analyst,3
E003633,Jessica,Boyd,Jessica Boyd,12/11/2023,31/07/1969,55,Lake Victoria,22/06/2025,176147,,marketing,Relocation,Male,Analyst,2
E003347,Monica,Fisher,Monica Fisher,24/04/2022,16/12/1965,59,Sethtown,8/3/2024,185477,M0060,Sales,Health Issues,Female,Consultant,2
